gameid; time; roundNum; trialType; condition; nameClickedObj; targetStatusClickedObj; spLocsClickedObj; lisLocsClickedObj; basiclevelClickedObj; superdomainClickedObj; alt1Name; alt1TargetStatus; alt1SpLocs; alt1LisLocs; alt1Basiclevel; alt1superdomain; alt2Name; alt2TargetStatus; alt2SpLocs; alt2LisLocs; alt2Basiclevel; alt2superdomain;numMessages;numSMessages;numLMessages;speakerMessages;listenerMessages;messageTimeStamps;refExp;sizeMentioned;colorMentioned;typeMentioned;otherFeatureMentioned;basiclevelMentioned;superClassMentioned;superclassattributeMentioned;utteranceContracted;oneMentioned;theMentioned;clickedType;clickedSize;clickedColor;colorPreNominal;sizePreNominal;;notes;;;alt1TypeLabelTest;alt1BLLabelTest;alt1DomainLabelTest;alt2TypeLabelTest;alt2BLLabelTest;alt2DomainLabelTest
4517-f;1.45E+12;19;subSuperTrial;distr23;germanShepherd;target;4;4;dog;animal;pig;distrClass2;3;2;NA;animal;bed;distrClass3;2;3;NA;furniture;1;1;0;dog;;1.45E+12;dog;FALSE;FALSE;FALSE;;TRUE;;;;;;germanShepherd;NA;NA;;;;;;;pig, germanShepherd;pig, dog;pig, animal;bed, germanShepherd;bed, dog;bed, animal
9807-5;1.45E+12;52;subSuperTrial;distr23;grizzlyBear;target;3;3;bear;animal;sheep;distrClass2;2;4;NA;animal;bed;distrClass3;4;2;NA;furniture;1;1;0;bear;;1.45E+12;bear;FALSE;FALSE;FALSE;;TRUE;;;;;;grizzlyBear;NA;NA;;;;;;;sheep, grizzlyBear;sheep, bear;sheep, animal;bed, grizzlyBear;bed, bear;bed, animal
9807-5;1.45E+12;70;subSuperTrial;distr23;diningTable;target;4;2;table;furniture;snake;distrClass3;3;3;NA;animal;bed;distrClass2;2;4;NA;furniture;1;1;0;table;;1.45E+12;table;FALSE;FALSE;FALSE;;TRUE;;;;;;diningTable;NA;NA;;;;;;;snake, diningTable;snake, table;snake, furniture;bed, diningTable;bed, table;bed, furniture
8258-f;1.45E+12;64;subSuperTrial;distr23;convertible;target;2;4;car;vehicle;firetruck;distrClass2;3;3;NA;vehicle;bison;distrClass3;4;2;NA;animal;1;1;0;car;;1.45E+12;car;FALSE;FALSE;FALSE;;TRUE;;;;;;convertible;NA;NA;;;;;;;firetruck, convertible;firetruck, car;firetruck, vehicle;bison, convertible;bison, car;bison, vehicle
3158-b;1.45E+12;32;subSuperTrial;distr23;poloShirt;target;3;4;shirt;clothing;socks;distrClass2;2;2;NA;clothing;bison;distrClass3;4;3;NA;animal;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;poloShirt;NA;NA;;;;;;;socks, poloShirt;socks, shirt;socks, clothing;bison, poloShirt;bison, shirt;bison, clothing
4393-a;1.45E+12;42;subSuperTrial;distr23;coffeeTable;target;2;4;table;furniture;bookcase;distrClass2;3;3;NA;furniture;bison;distrClass3;4;2;NA;animal;1;1;0;table;;1.45E+12;table;FALSE;FALSE;FALSE;;TRUE;;;;;;coffeeTable;NA;NA;;;;;;;bookcase, coffeeTable;bookcase, table;bookcase, furniture;bison, coffeeTable;bison, table;bison, furniture
5512-7;1.45E+12;44;subSuperTrial;distr23;coffeeTable;target;2;2;table;furniture;wardrobe;distrClass2;3;4;NA;furniture;bison;distrClass3;4;3;NA;animal;1;1;0;table;;1.45E+12;table;FALSE;FALSE;FALSE;;TRUE;;;;;;coffeeTable;NA;NA;;;;;;;wardrobe, coffeeTable;wardrobe, table;wardrobe, furniture;bison, coffeeTable;bison, table;bison, furniture
4393-a;1.45E+12;52;subSuperTrial;distr23;parrot;target;2;3;bird;animal;cow;distrClass2;3;4;NA;animal;ambulance;distrClass3;4;2;NA;vehicle;1;1;0;bird;;1.45E+12;bird;FALSE;FALSE;FALSE;;TRUE;;;;;;parrot;NA;NA;;;;;;;cow, parrot;cow, bird;cow, animal;ambulance, parrot;ambulance, bird;ambulance, animal
5628-2;1.45E+12;35;subSuperTrial;distr23;hawaiiShirt;target;2;2;shirt;clothing;lamp;distrClass3;3;4;NA;furniture;bathrobe;distrClass2;4;3;NA;clothing;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;hawaiiShirt;NA;NA;;;;;;;lamp, hawaiiShirt;lamp, shirt;lamp, clothing;bathrobe, hawaiiShirt;bathrobe, shirt;bathrobe, clothing
2195-2;1.45E+12;19;subSuperTrial;distr23;blackBear;target;2;3;bear;animal;cow;distrClass2;3;4;NA;animal;bed;distrClass3;4;2;NA;furniture;1;1;0;BEAR;;1.45E+12;BEAR;FALSE;FALSE;FALSE;;TRUE;;;;;;blackBear;NA;NA;;;;;;;cow, blackBear;cow, bear;cow, animal;bed, blackBear;bed, bear;bed, animal
4517-f;1.45E+12;34;subSuperTrial;distr23;bedsideTable;target;2;3;table;furniture;horse;distrClass3;3;4;NA;animal;bed;distrClass2;4;2;NA;furniture;1;1;0;chest;;1.45E+12;chest;FALSE;FALSE;TRUE;;;;;;;;bedsideTable;NA;NA;;;;;;;horse, bedsideTable;horse, table;horse, furniture;bed, bedsideTable;bed, table;bed, furniture
4393-a;1.45E+12;55;subSuperTrial;distr23;mnMs;target;3;4;candy;snack;pretzels;distrClass2;4;3;NA;snack;chick;distrClass3;2;2;NA;animal;1;1;0;m&ms;;1.45E+12;m&ms;FALSE;FALSE;TRUE;;;;;;;;mnMs;NA;NA;;;;;;;pretzels, mnMs;pretzels, candy;pretzels, snack;chick, mnMs;chick, candy;chick, snack
8286-0;1.45E+12;49;subSuperTrial;distr23;sunflower;target;3;4;flower;plant;rosemary;distrClass2;4;3;NA;plant;cookies;distrClass3;2;2;NA;snack;1;1;0;flower;;1.45E+12;flower;FALSE;FALSE;FALSE;;TRUE;;;;;;sunflower;NA;NA;;;;;;;rosemary, sunflower;rosemary, flower;rosemary, plant;cookies, sunflower;cookies, flower;cookies, plant
5975-e;1.45E+12;11;subSuperTrial;distr23;dressShirt;target;4;3;shirt;clothing;pretzels;distrClass3;3;2;NA;snack;dress;distrClass2;2;4;NA;clothing;1;1;0;light blue with buttons;;1.45E+12;light blue with buttons;FALSE;TRUE;FALSE;TRUE;;;;;;;dressShirt;NA;NA;;;;;;;pretzels, dressShirt;pretzels, shirt;pretzels, clothing;dress, dressShirt;dress, shirt;dress, clothing
3293-5;1.45E+12;59;subSuperTrial;distr23;parrot;target;4;2;bird;animal;sheep;distrClass2;3;3;NA;animal;dress;distrClass3;2;4;NA;clothing;1;1;0;parrot;;1.45E+12;parrot;FALSE;FALSE;TRUE;;;;;;;;parrot;NA;NA;;;;;;;sheep, parrot;sheep, bird;sheep, animal;dress, parrot;dress, bird;dress, animal
5628-2;1.45E+12;25;subSuperTrial;distr23;jellyBeans;target;3;2;candy;snack;cookies;distrClass2;2;4;NA;snack;firetruck;distrClass3;4;3;NA;vehicle;1;1;0;jellybeans;;1.45E+12;jellybeans;FALSE;FALSE;TRUE;;;;;;;;jellyBeans;NA;NA;;;;;;;cookies, jellyBeans;cookies, candy;cookies, snack;firetruck, jellyBeans;firetruck, candy;firetruck, snack
1223-7;1.45E+12;13;subSuperTrial;distr23;sportsCar;target;3;2;car;vehicle;cookies;distrClass3;4;4;NA;snack;firetruck;distrClass2;2;3;NA;vehicle;1;1;0;the silver car;;1.45E+12;the silver car;FALSE;TRUE;FALSE;;TRUE;;;;;TRUE;sportsCar;NA;NA;;;;;;;cookies, sportsCar;cookies, car;cookies, vehicle;firetruck, sportsCar;firetruck, car;firetruck, vehicle
8430-f;1.45E+12;9;subSuperTrial;distr23;tulip;target;2;4;flower;plant;rosemary;distrClass2;3;2;NA;plant;lamp;distrClass3;4;3;NA;furniture;1;1;0;rose;;1.45E+12;rose;FALSE;FALSE;TRUE;;;;;;;;tulip;NA;NA;;;;;;;rosemary, tulip;rosemary, flower;rosemary, plant;lamp, tulip;lamp, flower;lamp, plant
5512-7;1.45E+12;55;subSuperTrial;distr23;hummingBird;target;4;4;bird;animal;chips;distrClass3;2;3;NA;snack;lion;distrClass2;3;2;NA;animal;1;1;0;bird;;1.45E+12;bird;FALSE;FALSE;FALSE;;TRUE;;;;;;hummingBird;NA;NA;;;;;;;chips, hummingBird;chips, bird;chips, animal;lion, hummingBird;lion, bird;lion, animal
8258-f;1.45E+12;35;subSuperTrial;distr23;tShirt;target;2;4;shirt;clothing;dress;distrClass2;4;2;NA;clothing;lion;distrClass3;3;3;NA;animal;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;tShirt;NA;NA;;;;;;;dress, tShirt;dress, shirt;dress, clothing;lion, tShirt;lion, shirt;lion, clothing
9807-5;1.45E+12;12;subSuperTrial;distr23;sunflower;target;2;3;flower;plant;pottedPlant;distrClass2;3;2;NA;plant;lion;distrClass3;4;4;NA;animal;1;1;0;flower;;1.45E+12;flower;FALSE;FALSE;FALSE;;TRUE;;;;;;sunflower;NA;NA;;;;;;;pottedPlant, sunflower;pottedPlant, flower;pottedPlant, plant;lion, sunflower;lion, flower;lion, plant
8430-f;1.45E+12;60;subSuperTrial;distr23;minivan;target;3;2;car;vehicle;pretzels;distrClass3;4;3;NA;snack;motorcycle;distrClass2;2;4;NA;vehicle;1;1;0;van;;1.45E+12;van;FALSE;FALSE;TRUE;;;;;TRUE;;;minivan;NA;NA;;;;;;;pretzels, minivan;pretzels, car;pretzels, vehicle;motorcycle, minivan;motorcycle, car;motorcycle, vehicle
0198-d;1.45E+12;45;subSuperTrial;distr23;hummingBird;target;3;4;bird;animal;pretzels;distrClass3;2;3;NA;snack;pig;distrClass2;4;2;NA;animal;1;1;0;bird;;1.45E+12;bird;FALSE;FALSE;FALSE;;TRUE;;;;;;hummingBird;NA;NA;;;;;;;pretzels, hummingBird;pretzels, bird;pretzels, animal;pig, hummingBird;pig, bird;pig, animal
5628-2;1.45E+12;57;subSuperTrial;distr23;parrot;target;4;4;bird;animal;rosemary;distrClass3;2;2;NA;plant;pig;distrClass2;3;3;NA;animal;1;1;0;bird;;1.45E+12;bird;FALSE;FALSE;FALSE;;TRUE;;;;;;parrot;NA;NA;;;;;;;rosemary, parrot;rosemary, bird;rosemary, animal;pig, parrot;pig, bird;pig, animal
9807-5;1.45E+12;21;subSuperTrial;distr23;parrot;target;4;3;bird;animal;elephant;distrClass2;2;4;NA;animal;popcorn;distrClass3;3;2;NA;snack;1;1;0;bird;;1.45E+12;bird;FALSE;FALSE;FALSE;;TRUE;;;;;;parrot;NA;NA;;;;;;;elephant, parrot;elephant, bird;elephant, animal;popcorn, parrot;popcorn, bird;popcorn, animal
7111-e;1.45E+12;33;subSuperTrial;distr23;gummyBears;target;2;4;candy;snack;ambulance;distrClass3;3;2;NA;vehicle;pretzels;distrClass2;4;3;NA;snack;1;1;0;rainbow;;1.45E+12;rainbow;FALSE;FALSE;FALSE;TRUE;;;;;;;gummyBears;NA;NA;;;;;;;ambulance, gummyBears;ambulance, candy;ambulance, snack;pretzels, gummyBears;pretzels, candy;pretzels, snack
7111-e;1.45E+12;11;subSuperTrial;distr23;diningTable;target;2;2;table;furniture;bookcase;distrClass2;3;4;NA;furniture;pretzels;distrClass3;4;3;NA;snack;1;1;0;drink holder;;1.45E+12;drink holder;FALSE;FALSE;FALSE;TRUE;;;;;;;diningTable;NA;NA;;;;;;;bookcase, diningTable;bookcase, table;bookcase, furniture;pretzels, diningTable;pretzels, table;pretzels, furniture
5628-2;1.45E+12;44;subSuperTrial;distr23;dressShirt;target;3;2;shirt;clothing;gloves;distrClass2;2;4;NA;clothing;pretzels;distrClass3;4;3;NA;snack;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;dressShirt;NA;NA;;;;;;;gloves, dressShirt;gloves, shirt;gloves, clothing;pretzels, dressShirt;pretzels, shirt;pretzels, clothing
4393-a;1.45E+12;33;subSuperTrial;distr23;skittles;target;3;4;candy;snack;grasses;distrClass3;4;3;NA;plant;pretzels;distrClass2;2;2;NA;snack;1;1;0;M&M like candy with an S on them;;1.45E+12;M&M like candy with an S on them;FALSE;FALSE;FALSE;TRUE;;;;;;;skittles;NA;NA;;;;;;;grasses, skittles;grasses, candy;grasses, snack;pretzels, skittles;pretzels, candy;pretzels, snack
9551-7;1.45E+12;35;subSuperTrial;distr23;hawaiiShirt;target;2;4;shirt;clothing;socks;distrClass2;4;2;NA;clothing;pretzels;distrClass3;3;3;NA;snack;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;hawaiiShirt;NA;NA;;;;;;;socks, hawaiiShirt;socks, shirt;socks, clothing;pretzels, hawaiiShirt;pretzels, shirt;pretzels, clothing
5934-3;1.45E+12;61;subSuperTrial;distr23;daisy;target;3;4;flower;plant;horse;distrClass3;2;3;NA;animal;rosemary;distrClass2;4;2;NA;plant;1;1;0;daisy;;1.45E+12;daisy;FALSE;FALSE;TRUE;;;;;;;;daisy;NA;NA;;;;;;;horse, daisy;horse, flower;horse, plant;rosemary, daisy;rosemary, flower;rosemary, plant
8258-f;1.45E+12;37;subSuperTrial;distr23;pigeon;target;2;2;bird;animal;pig;distrClass2;3;4;NA;animal;rosemary;distrClass3;4;3;NA;plant;1;1;0;bird;;1.45E+12;bird;FALSE;FALSE;FALSE;;TRUE;;;;;;pigeon;NA;NA;;;;;;;pig, pigeon;pig, bird;pig, animal;rosemary, pigeon;rosemary, bird;rosemary, animal
7111-e;1.45E+12;36;subSuperTrial;distr23;sunflower;target;3;2;flower;plant;sheep;distrClass3;4;4;NA;animal;rosemary;distrClass2;2;3;NA;plant;1;1;0;yellow;;1.45E+12;yellow;FALSE;TRUE;FALSE;;;;;;;;sunflower;NA;NA;;;;;;;sheep, sunflower;sheep, flower;sheep, plant;rosemary, sunflower;rosemary, flower;rosemary, plant
7111-e;1.45E+12;72;subSuperTrial;distr23;coffeeTable;target;3;3;table;furniture;wardrobe;distrClass2;2;2;NA;furniture;sheep;distrClass3;4;4;NA;animal;1;1;0;Wood sit;;1.45E+12;Wood sit;FALSE;FALSE;FALSE;TRUE;;;;;;;coffeeTable;NA;NA;;;;;;;wardrobe, coffeeTable;wardrobe, table;wardrobe, furniture;sheep, coffeeTable;sheep, table;sheep, furniture
4452-5;1.45E+12;52;subSuperTrial;distr23;daisy;target;3;2;flower;plant;grasses;distrClass2;4;4;NA;plant;snake;distrClass3;2;3;NA;animal;1;1;0;flower;;1.45E+12;flower;FALSE;FALSE;FALSE;;TRUE;;;;;;daisy;NA;NA;;;;;;;grasses, daisy;grasses, flower;grasses, plant;snake, daisy;snake, flower;snake, plant
4842-f;1.45E+12;29;subSuperTrial;distr23;sunflower;target;3;2;flower;plant;pottedPlant;distrClass2;2;4;NA;plant;socks;distrClass3;4;3;NA;clothing;1;1;0;sunniest plant;;1.45E+12;sunniest plant;FALSE;FALSE;FALSE;TRUE;;TRUE;;;;;sunflower;NA;NA;;;;;;;pottedPlant, sunflower;pottedPlant, flower;pottedPlant, plant;socks, sunflower;socks, flower;socks, plant
3293-5;1.45E+12;34;subSuperTrial;distr23;pigeon;target;3;4;bird;animal;kitten;distrClass2;2;2;NA;animal;train;distrClass3;4;3;NA;vehicle;1;1;0;pigeon;;1.45E+12;pigeon;FALSE;FALSE;TRUE;;;;;;;;pigeon;NA;NA;;;;;;;kitten, pigeon;kitten, bird;kitten, animal;train, pigeon;train, bird;train, animal
8258-f;1.45E+12;14;subSuperTrial;distr23;blackBear;target;4;4;bear;animal;rabbit;distrClass2;3;2;NA;animal;train;distrClass3;2;3;NA;vehicle;1;1;0;bear;;1.45E+12;bear;FALSE;FALSE;FALSE;;TRUE;;;;;;blackBear;NA;NA;;;;;;;rabbit, blackBear;rabbit, bear;rabbit, animal;train, blackBear;train, bear;train, animal
8286-0;1.45E+12;70;subSuperTrial;distr23;rose;target;3;4;flower;plant;rosemary;distrClass2;2;2;NA;plant;bookcase;distrClass3;4;3;NA;furniture;1;1;0;red;;1.45E+12;red;FALSE;TRUE;FALSE;;;;;;;;rose;NA;NA;;;;;;;rosemary, rose;rosemary, flower;rosemary, plant;bookcase, rose;bookcase, flower;bookcase, plant
0198-d;1.45E+12;23;subSuperTrial;distr23;mnMs;target;3;4;candy;snack;popcorn;distrClass2;4;2;NA;snack;chick;distrClass3;2;3;NA;animal;1;1;0;m&ms;;1.45E+12;m&ms;FALSE;FALSE;TRUE;;;;;;;;mnMs;NA;NA;;;;;;;popcorn, mnMs;popcorn, candy;popcorn, snack;chick, mnMs;chick, candy;chick, snack
8286-0;1.45E+12;55;subSuperTrial;distr23;dalmatian;target;2;4;dog;animal;dress;distrClass3;3;2;NA;clothing;chick;distrClass2;4;3;NA;animal;1;1;0;dog;;1.45E+12;dog;FALSE;FALSE;FALSE;;TRUE;;;;;;dalmatian;NA;NA;;;;;;;dress, dalmatian;dress, dog;dress, animal;chick, dalmatian;chick, dog;chick, animal
7830-a;1.45E+12;65;subSuperTrial;distr23;husky;target;3;4;dog;animal;lamp;distrClass3;4;2;NA;furniture;chick;distrClass2;2;3;NA;animal;1;1;0;doggy;;1.45E+12;doggy;FALSE;FALSE;FALSE;;TRUE;;;;;;husky;NA;NA;;;;;;;lamp, husky;lamp, dog;lamp, animal;chick, husky;chick, dog;chick, animal
2919-a;1.45E+12;63;subSuperTrial;distr23;jellyBeans;target;2;3;candy;snack;bed;distrClass3;4;4;NA;furniture;cookies;distrClass2;3;2;NA;snack;1;1;0;jelly bean;;1.45E+12;jelly bean;FALSE;FALSE;TRUE;;;;;;;;jellyBeans;NA;NA;;;;;;;bed, jellyBeans;bed, candy;bed, snack;cookies, jellyBeans;cookies, candy;cookies, snack
4452-5;1.45E+12;69;subSuperTrial;distr23;dressShirt;target;3;2;shirt;clothing;gloves;distrClass2;2;4;NA;clothing;cookies;distrClass3;4;3;NA;snack;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;dressShirt;NA;NA;;;;;;;gloves, dressShirt;gloves, shirt;gloves, clothing;cookies, dressShirt;cookies, shirt;cookies, clothing
0198-d;1.45E+12;39;subSuperTrial;distr23;rose;target;2;3;flower;plant;grasses;distrClass2;3;2;NA;plant;cow;distrClass3;4;4;NA;animal;1;1;0;rose;;1.45E+12;rose;FALSE;FALSE;TRUE;;;;;;;;rose;NA;NA;;;;;;;grasses, rose;grasses, flower;grasses, plant;cow, rose;cow, flower;cow, plant
4842-f;1.45E+12;34;subSuperTrial;distr23;eagle;target;3;3;bird;animal;lamp;distrClass3;4;2;NA;furniture;cow;distrClass2;2;4;NA;animal;1;1;0;american symbol;;1.45E+12;american symbol;FALSE;FALSE;FALSE;TRUE;;;;;;;eagle;NA;NA;;;;;;;lamp, eagle;lamp, bird;lamp, animal;cow, eagle;cow, bird;cow, animal
8935-b;1.45E+12;32;subSuperTrial;distr23;germanShepherd;target;4;3;dog;animal;lion;distrClass2;2;2;NA;animal;dress;distrClass3;3;4;NA;clothing;1;1;0;Domestic legs;;1.45E+12;Domestic legs;FALSE;FALSE;FALSE;;;;TRUE;;;;germanShepherd;NA;NA;;;;;;;lion, germanShepherd;lion, dog;lion, animal;dress, germanShepherd;dress, dog;dress, animal
3158-b;1.45E+12;15;subSuperTrial;distr23;grizzlyBear;target;2;2;bear;animal;crocodile;distrClass2;3;4;NA;animal;dress;distrClass3;4;3;NA;clothing;1;1;0;bear;;1.45E+12;bear;FALSE;FALSE;FALSE;;TRUE;;;;;;grizzlyBear;NA;NA;;;;;;;crocodile, grizzlyBear;crocodile, bear;crocodile, animal;dress, grizzlyBear;dress, bear;dress, animal
5934-3;1.45E+12;16;subSuperTrial;distr23;goldFish;target;2;2;fish;animal;lion;distrClass2;4;3;NA;animal;dress;distrClass3;3;4;NA;clothing;2;2;0;heh;;;;;;;;;;;;;;;;;;;;;;;lion, goldFish;lion, fish;lion, animal;dress, goldFish;dress, fish;dress, animal
8430-f;1.45E+12;52;subSuperTrial;distr23;hawaiiShirt;target;2;2;shirt;clothing;rhino;distrClass3;4;3;NA;animal;dress;distrClass2;3;4;NA;clothing;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;hawaiiShirt;NA;NA;;;;;;;rhino, hawaiiShirt;rhino, shirt;rhino, clothing;dress, hawaiiShirt;dress, shirt;dress, clothing
8258-f;1.45E+12;50;subSuperTrial;distr23;sportsCar;target;2;4;car;vehicle;train;distrClass2;3;2;NA;vehicle;elephant;distrClass3;4;3;NA;animal;1;1;0;car;;1.45E+12;car;FALSE;FALSE;FALSE;;TRUE;;;;;;sportsCar;NA;NA;;;;;;;train, sportsCar;train, car;train, vehicle;elephant, sportsCar;elephant, car;elephant, vehicle
8684-3;1.45E+12;1;subSuperTrial;distr23;pandaBear;target;3;3;bear;animal;bookcase;distrClass3;4;2;NA;furniture;elephant;distrClass2;2;4;NA;animal;1;1;0;the white and black animal;;1.45E+12;the white and black animal;FALSE;TRUE;FALSE;;;TRUE;;;;TRUE;pandaBear;NA;NA;;;;;;;bookcase, pandaBear;bookcase, bear;bookcase, animal;elephant, pandaBear;elephant, bear;elephant, animal
4452-5;1.45E+12;49;subSuperTrial;distr23;suv;target;4;3;car;vehicle;elephant;distrClass3;3;4;NA;animal;firetruck;distrClass2;2;2;NA;vehicle;1;1;0;car;;1.45E+12;car;FALSE;FALSE;FALSE;;TRUE;;;;;;suv;NA;NA;;;;;;;elephant, suv;elephant, car;elephant, vehicle;firetruck, suv;firetruck, car;firetruck, vehicle
4393-a;1.45E+12;49;subSuperTrial;distr23;tulip;target;4;4;flower;plant;grasses;distrClass2;3;2;NA;plant;firetruck;distrClass3;2;3;NA;vehicle;1;1;0;flower;;1.45E+12;flower;FALSE;FALSE;FALSE;;TRUE;;;;;;tulip;NA;NA;;;;;;;grasses, tulip;grasses, flower;grasses, plant;firetruck, tulip;firetruck, flower;firetruck, plant
5239-5;1.45E+12;24;subSuperTrial;distr23;polarBear;target;4;4;bear;animal;chick;distrClass2;2;2;NA;animal;grasses;distrClass3;3;3;NA;plant;1;1;0;polo bear;;1.45E+12;polo bear;FALSE;FALSE;TRUE;;;;;;;;polarBear;NA;NA;;;;;;;chick, polarBear;chick, bear;chick, animal;grasses, polarBear;grasses, bear;grasses, animal
8258-f;1.45E+12;34;subSuperTrial;distr23;tulip;target;3;2;flower;plant;chips;distrClass3;2;4;NA;snack;grasses;distrClass2;4;3;NA;plant;1;1;0;red;;1.45E+12;red;FALSE;TRUE;FALSE;;;;;;;;tulip;NA;NA;;;;;;;chips, tulip;chips, flower;chips, plant;grasses, tulip;grasses, flower;grasses, plant
9807-5;1.45E+12;23;subSuperTrial;distr23;bedsideTable;target;2;3;table;furniture;bookcase;distrClass2;3;2;NA;furniture;horse;distrClass3;4;4;NA;animal;1;1;0;dresser;;1.45E+12;dresser;FALSE;FALSE;TRUE;;;;;;;;bedsideTable;NA;NA;;;;;;;bookcase, bedsideTable;bookcase, table;bookcase, furniture;horse, bedsideTable;horse, table;horse, furniture
1223-7;1.45E+12;49;subSuperTrial;distr23;husky;target;2;2;dog;animal;cookies;distrClass3;4;3;NA;snack;iguana;distrClass2;3;4;NA;animal;1;1;0;dog;;1.45E+12;dog;FALSE;FALSE;FALSE;;TRUE;;;;;;husky;NA;NA;;;;;;;cookies, husky;cookies, dog;cookies, animal;iguana, husky;iguana, dog;iguana, animal
5628-2;1.45E+12;6;subSuperTrial;distr23;germanShepherd;target;3;3;dog;animal;lamp;distrClass3;2;2;NA;furniture;iguana;distrClass2;4;4;NA;animal;1;1;0;doggie;;1.45E+12;doggie;FALSE;FALSE;FALSE;;TRUE;;;;;;germanShepherd;NA;NA;;;;;;;lamp, germanShepherd;lamp, dog;lamp, animal;iguana, germanShepherd;iguana, dog;iguana, animal
5975-e;1.45E+12;64;subSuperTrial;distr23;sunflower;target;2;4;flower;plant;pottedPlant;distrClass2;3;3;NA;plant;lamp;distrClass3;4;2;NA;furniture;1;1;0;flower;;1.45E+12;flower;FALSE;FALSE;FALSE;;TRUE;;;;;;sunflower;NA;NA;;;;;;;pottedPlant, sunflower;pottedPlant, flower;pottedPlant, plant;lamp, sunflower;lamp, flower;lamp, plant
0198-d;1.45E+12;22;subSuperTrial;distr23;bedsideTable;target;2;3;table;furniture;pottedPlant;distrClass3;3;4;NA;plant;lamp;distrClass2;4;2;NA;furniture;1;1;0;dresser;;1.45E+12;dresser;FALSE;FALSE;TRUE;;;;;;;;bedsideTable;NA;NA;;;;;;;pottedPlant, bedsideTable;pottedPlant, table;pottedPlant, furniture;lamp, bedsideTable;lamp, table;lamp, furniture
5934-3;1.45E+12;62;subSuperTrial;distr23;hawaiiShirt;target;4;3;shirt;clothing;socks;distrClass2;2;4;NA;clothing;lamp;distrClass3;3;2;NA;furniture;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;hawaiiShirt;NA;NA;;;;;;;socks, hawaiiShirt;socks, shirt;socks, clothing;lamp, hawaiiShirt;lamp, shirt;lamp, clothing
8935-b;1.45E+12;9;subSuperTrial;distr23;polarBear;target;3;2;bear;animal;grasses;distrClass3;4;4;NA;plant;lion;distrClass2;2;3;NA;animal;1;1;0;Big white;;1.45E+12;Big white;TRUE;TRUE;FALSE;;;;;;;;polarBear;NA;NA;;;;;;;grasses, polarBear;grasses, bear;grasses, animal;lion, polarBear;lion, bear;lion, animal
7111-e;1.45E+12;62;subSuperTrial;distr23;catfish;target;4;4;fish;animal;pretzels;distrClass3;2;3;NA;snack;lobster;distrClass2;3;2;NA;animal;1;1;0;fish;;1.45E+12;fish;FALSE;FALSE;FALSE;;TRUE;;;;;;catfish;NA;NA;;;;;;;pretzels, catfish;pretzels, fish;pretzels, animal;lobster, catfish;lobster, fish;lobster, animal
2919-a;1.45E+12;45;subSuperTrial;distr23;sportsCar;target;3;3;car;vehicle;train;distrClass2;4;2;NA;vehicle;lobster;distrClass3;2;4;NA;animal;1;1;0;car;;1.45E+12;car;FALSE;FALSE;FALSE;;TRUE;;;;;;sportsCar;NA;NA;;;;;;;train, sportsCar;train, car;train, vehicle;lobster, sportsCar;lobster, car;lobster, vehicle
4517-f;1.45E+12;63;subSuperTrial;distr23;tShirt;target;4;2;shirt;clothing;dress;distrClass2;3;3;NA;clothing;motorcycle;distrClass3;2;4;NA;vehicle;3;3;0;blue___sry___tshirt;;1449255463628___1449255466506___1449255467440;blue;FALSE;FALSE;TRUE;;;;;;;;tShirt;NA;NA;;;;;;;dress, tShirt;dress, shirt;dress, clothing;motorcycle, tShirt;motorcycle, shirt;motorcycle, clothing
7830-a;1.45E+12;52;subSuperTrial;distr23;pandaBear;target;4;2;bear;animal;dress;distrClass3;2;4;NA;clothing;pig;distrClass2;3;3;NA;animal;1;1;0;panda!;;1.45E+12;panda!;FALSE;FALSE;TRUE;;;;;;;;pandaBear;NA;NA;;;;;;;dress, pandaBear;dress, bear;dress, animal;pig, pandaBear;pig, bear;pig, animal
3504-8;1.45E+12;14;subSuperTrial;distr23;husky;target;4;4;dog;animal;crocodile;distrClass2;2;3;NA;animal;popcorn;distrClass3;3;2;NA;snack;1;1;0;dog;;1.45E+12;dog;FALSE;FALSE;FALSE;;TRUE;;;;;;husky;NA;NA;;;;;;;crocodile, husky;crocodile, dog;crocodile, animal;popcorn, husky;popcorn, dog;popcorn, animal
4842-f;1.45E+12;20;subSuperTrial;distr23;jellyBeans;target;3;2;candy;snack;lobster;distrClass3;2;3;NA;animal;popcorn;distrClass2;4;4;NA;snack;1;1;0;most sweet;;1.45E+12;most sweet;FALSE;FALSE;FALSE;;;;TRUE;;;;jellyBeans;NA;NA;;;;;;;lobster, jellyBeans;lobster, candy;lobster, snack;popcorn, jellyBeans;popcorn, candy;popcorn, snack
